text,label
Final notice: Unclaimed lottery prize of $25000! https://prize8125.biz,spam
Your consultation has been rescheduled to Wednesday.,ham
Single girls near you want to meet! View profile: https://win2481.io,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Can you pick up milk from the store on your way home?,ham
Thanks for your purchase! Here's 15% off your next order.,ham
The deadline for the report has been extended to Friday.,ham
Your ticket #12345 won $5000 in the weekly draw! https://claim4643.info,spam
Your perfect match is waiting! Sign up free: https://win9014.io,spam
Don't forget about Sarah's birthday party this Saturday!,ham
The deadline for the report has been extended to Friday.,ham
Your Netflix password expires today. Update immediately: https://confirm3610.co,spam
Your package from Amazon will arrive by tomorrow.,ham
Your profile has been successfully updated.,ham
Hot singles in your area are interested! Chat now: https://secure1686.com,spam
New message from David on your social media account.,ham
Natural health supplements. 30 day trial: https://claimnow2634.com,spam
Game night this Saturday! Bring your favorite board games.,ham
Great job on the sales presentation! Everyone loved it.,ham
Suspicious activity on your Amazon account. Please verify details: https://win2101.net,spam
Great job on the sales presentation! Everyone loved it.,ham
Want to grab lunch at our usual place?,ham
Can you pick up milk from the store on your way home?,ham
Quick cash! Online opportunity. $1000 immediate payment: https://verify6391.io,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://verify5354.net,spam
Road trip to the beach this weekend? I'll drive!,ham
Your magazine subscription renewal is due on Friday.,ham
New message from David on your social media account.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://verify1210.net,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://update8446.io to redeem,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Lonely women seeking connection. Message now: https://confirm9004.info,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
New message from David on your social media account.,ham
EuroMillions winner! 10 million pounds waiting: https://verify7811.io,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://prize690.info,spam
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://confirm813.biz,spam
Please arrive 15 minutes early for your hair appointment.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Your magazine subscription renewal is due on Friday.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Suspicious activity on your Amazon account. Please verify details: https://login9460.org,spam
You're our lucky winner! $1000 prize waiting. Click https://secure2170.org within 24 hours!,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://prize6231.co,spam
Can you pick up milk from the store on your way home?,ham
URGENT: Your PayPal account will be suspended. Verify now: https://confirm5051.biz,spam
URGENT: Your PayPal account will be suspended. Verify now: https://confirm3658.net,spam
The deadline for the report has been extended to Friday.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://confirm6179.com,spam
Final notice: Unclaimed lottery prize of $25000! https://claim2194.io,spam
Your magazine subscription renewal is due on Friday.,ham
Your Netflix password expires today. Update immediately: https://win4102.net,spam
New message from David on your social media account.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Family reunion planning: Can you bring desserts?,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Family reunion planning: Can you bring desserts?,ham
FDA approved weight loss pills. 70% off today: https://confirm882.info,spam
Want to grab lunch at our usual place?,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://win1173.info,spam
You're our lucky winner! $1000 prize waiting. Click https://account7405.com within 24 hours!,spam
Your consultation has been rescheduled to Wednesday.,ham
Your perfect match is waiting! Sign up free: https://account1578.info,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Make money online! Easy system. Start now: https://secure3997.com,spam
Can you review the marketing document before tomorrow?,ham
Natural health supplements. 30 day trial: https://win6937.io,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://update2762.biz",spam
Make money online! Easy system. Start now: https://win5471.co,spam
Just saw your favorite band and thought of you! How have you been?,ham
Your magazine subscription renewal is due on Friday.,ham
New message from David on your social media account.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://account7994.info,spam
Your magazine subscription renewal is due on Friday.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Your consultation has been rescheduled to Wednesday.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Find love today! 1000+ members online near you: https://confirm1542.info,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://claim2845.io",spam
Your consultation has been rescheduled to Wednesday.,ham
Natural health supplements. 30 day trial: https://secure2119.com,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
You're our lucky winner! $1000 prize waiting. Click https://update8942.co within 24 hours!,spam
You're our lucky winner! $1000 prize waiting. Click https://win7406.net within 24 hours!,spam
Your ticket #12345 won $5000 in the weekly draw! https://claimnow978.info,spam
Client called about the proposal - please call them back.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Security alert: Unusual login detected. Confirm your identity at https://account1568.org,spam
Great job on the sales presentation! Everyone loved it.,ham
Your package from Amazon will arrive by tomorrow.,ham
URGENT: Your PayPal account will be suspended. Verify now: https://win8791.org,spam
FDA approved weight loss pills. 70% off today: https://secure204.io,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://confirm7944.io,spam
Security alert: Unusual login detected. Confirm your identity at https://claimnow8969.biz,spam
Final notice: Unclaimed lottery prize of $25000! https://confirm7097.org,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://login4146.net,spam
FDA approved weight loss pills. 70% off today: https://update5002.net,spam
Your bank statement is now available online.,ham
Your profile has been successfully updated.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Family reunion planning: Can you bring desserts?,ham
Can you review the marketing document before tomorrow?,ham
Final notice: Unclaimed lottery prize of $25000! https://claim7663.biz,spam
Can you pick up milk from the store on your way home?,ham
Natural health supplements. 30 day trial: https://claim4414.org,spam
Generic medications available! 90 pills for $49.99. Order: https://login2362.info,spam
Thanks for the gift! It was really thoughtful of you.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Account warning: Your bank needs verification. Click here: https://secure6832.com,spam
Want to grab lunch at our usual place?,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Suspicious activity on your Amazon account. Please verify details: https://claim5313.biz,spam
Can you review the marketing document before tomorrow?,ham
FDA approved weight loss pills. 70% off today: https://confirm7599.org,spam
Work from home! Earn $500/day. No experience needed: https://account7576.net,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Your consultation has been rescheduled to Wednesday.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Great job on the sales presentation! Everyone loved it.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://claimnow5872.org,spam
Please arrive 15 minutes early for your hair appointment.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://account2346.io,spam
Team meeting at 10am to discuss the Q4 project.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://claimnow785.com,spam
Weather alert: heavy rain expected in your area tonight.,ham
Your magazine subscription renewal is due on Friday.,ham
Family reunion planning: Can you bring desserts?,ham
Your profile has been successfully updated.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Security alert: Unusual login detected. Confirm your identity at https://claimnow8163.com,spam
Lonely women seeking connection. Message now: https://confirm2353.org,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Great job on the sales presentation! Everyone loved it.,ham
Hot singles in your area are interested! Chat now: https://claim719.biz,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Natural health supplements. 30 day trial: https://secure302.com,spam
Your package from Amazon will arrive by tomorrow.,ham
Great job on the sales presentation! Everyone loved it.,ham
Enhance your performance with natural supplements. 50% discount: https://prize452.com,spam
Single girls near you want to meet! View profile: https://win1093.io,spam
Please arrive 15 minutes early for your hair appointment.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
You're our lucky winner! $1000 prize waiting. Click https://update6819.io within 24 hours!,spam
New message from David on your social media account.,ham
Make money online! Easy system. Start now: https://verify5350.net,spam
Can you pick up milk from the store on your way home?,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://claimnow774.io,spam
Your ticket #12345 won $5000 in the weekly draw! https://login6806.io,spam
Security alert: Unusual login detected. Confirm your identity at https://win362.io,spam
Single girls near you want to meet! View profile: https://confirm9413.info,spam
Want to grab lunch at our usual place?,ham
Your ticket #12345 won $5000 in the weekly draw! https://verify3811.org,spam
Become a product tester. Earn $50/hour. Sign up: https://claimnow3960.io,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Team meeting at 10am to discuss the Q4 project.,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://update4540.org,spam
Your profile has been successfully updated.,ham
Your magazine subscription renewal is due on Friday.,ham
Your consultation has been rescheduled to Wednesday.,ham
You're our lucky winner! $1000 prize waiting. Click https://claimnow8661.info within 24 hours!,spam
Get generic Viagra for $2.99! No prescription needed: https://confirm9466.biz,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Game night this Saturday! Bring your favorite board games.,ham
Can you review the marketing document before tomorrow?,ham
FDA approved weight loss pills. 70% off today: https://win9485.net,spam
"International lottery - You've won $1,000,000! Claim: https://confirm1542.org",spam
The deadline for the report has been extended to Friday.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
FDA approved weight loss pills. 70% off today: https://confirm4944.info,spam
Your consultation has been rescheduled to Wednesday.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Your bank statement is now available online.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://verify1754.io,spam
Great job on the sales presentation! Everyone loved it.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://account3553.info,spam
Your profile has been successfully updated.,ham
Can you pick up milk from the store on your way home?,ham
Game night this Saturday! Bring your favorite board games.,ham
Lonely women seeking connection. Message now: https://update3120.com,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://account3827.biz,spam
Your profile has been successfully updated.,ham
Get generic Viagra for $2.99! No prescription needed: https://win8897.info,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Concert tickets for next month are on sale now!,ham
Road trip to the beach this weekend? I'll drive!,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://claim7105.com to redeem,spam
Road trip to the beach this weekend? I'll drive!,ham
Please arrive 15 minutes early for your hair appointment.,ham
"International lottery - You've won $1,000,000! Claim: https://prize1013.io",spam
Can you review the marketing document before tomorrow?,ham
Work from home! Earn $500/day. No experience needed: https://verify9166.co,spam
Concert tickets for next month are on sale now!,ham
Game night this Saturday! Bring your favorite board games.,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://claim5564.info,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Client called about the proposal - please call them back.,ham
Your perfect match is waiting! Sign up free: https://verify7549.net,spam
Can you pick up milk from the store on your way home?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Can you pick up milk from the store on your way home?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Enhance your performance with natural supplements. 50% discount: https://update6935.org,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Generic medications available! 90 pills for $49.99. Order: https://verify4513.io,spam
Please arrive 15 minutes early for your hair appointment.,ham
Single girls near you want to meet! View profile: https://confirm213.org,spam
Your consultation has been rescheduled to Wednesday.,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://win3966.biz,spam
Your perfect match is waiting! Sign up free: https://verify211.net,spam
Enhance your performance with natural supplements. 50% discount: https://claimnow9334.biz,spam
The laptop you ordered is now available for pickup.,ham
Client called about the proposal - please call them back.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Find love today! 1000+ members online near you: https://prize6959.org,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://account6375.org,spam
Can you review the marketing document before tomorrow?,ham
Hot singles in your area are interested! Chat now: https://confirm4474.net,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Please arrive 15 minutes early for your hair appointment.,ham
The laptop you ordered is now available for pickup.,ham
Road trip to the beach this weekend? I'll drive!,ham
New message from David on your social media account.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Suspicious activity on your Amazon account. Please verify details: https://confirm111.io,spam
Single girls near you want to meet! View profile: https://login9210.info,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Make money online! Easy system. Start now: https://prize4110.org,spam
Team meeting at 10am to discuss the Q4 project.,ham
The laptop you ordered is now available for pickup.,ham
Security alert: Unusual login detected. Confirm your identity at https://claimnow9701.org,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
The deadline for the report has been extended to Friday.,ham
Find love today! 1000+ members online near you: https://claimnow6939.biz,spam
Client called about the proposal - please call them back.,ham
Find love today! 1000+ members online near you: https://verify477.co,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://verify1149.net,spam
Family reunion planning: Can you bring desserts?,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://confirm3301.biz,spam
Client called about the proposal - please call them back.,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Your profile has been successfully updated.,ham
Your magazine subscription renewal is due on Friday.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://secure1916.biz,spam
Please arrive 15 minutes early for your hair appointment.,ham
"International lottery - You've won $1,000,000! Claim: https://win745.net",spam
Account warning: Your bank needs verification. Click here: https://login8764.org,spam
EuroMillions winner! 10 million pounds waiting: https://prize3703.org,spam
Client called about the proposal - please call them back.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://claimnow8032.org,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Lonely women seeking connection. Message now: https://claimnow1045.co,spam
Concert tickets for next month are on sale now!,ham
Just saw your favorite band and thought of you! How have you been?,ham
FDA approved weight loss pills. 70% off today: https://claim9985.io,spam
EuroMillions winner! 10 million pounds waiting: https://confirm1206.net,spam
Get generic Viagra for $2.99! No prescription needed: https://secure5196.com,spam
Your ticket #12345 won $5000 in the weekly draw! https://account337.biz,spam
You're our lucky winner! $1000 prize waiting. Click https://update6489.biz within 24 hours!,spam
Just saw your favorite band and thought of you! How have you been?,ham
Want to grab lunch at our usual place?,ham
The deadline for the report has been extended to Friday.,ham
Suspicious activity on your Amazon account. Please verify details: https://prize5590.io,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://update2881.com,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Lonely women seeking connection. Message now: https://claimnow4167.net,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://claim888.io,spam
The laptop you ordered is now available for pickup.,ham
Your package from Amazon will arrive by tomorrow.,ham
Your bank statement is now available online.,ham
Your consultation has been rescheduled to Wednesday.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Lonely women seeking connection. Message now: https://login1657.net,spam
Team meeting at 10am to discuss the Q4 project.,ham
Great job on the sales presentation! Everyone loved it.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
You're our lucky winner! $1000 prize waiting. Click https://prize6320.io within 24 hours!,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://update2262.io to redeem,spam
Make 500% daily returns with our crypto trading bot! Sign up: https://verify3397.info,spam
New message from David on your social media account.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://confirm9051.org",spam
Just saw your favorite band and thought of you! How have you been?,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Weather alert: heavy rain expected in your area tonight.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
"International lottery - You've won $1,000,000! Claim: https://confirm9121.biz",spam
Generic medications available! 90 pills for $49.99. Order: https://update7774.net,spam
New message from David on your social media account.,ham
Your magazine subscription renewal is due on Friday.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Become a product tester. Earn $50/hour. Sign up: https://prize2719.io,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
The laptop you ordered is now available for pickup.,ham
"International lottery - You've won $1,000,000! Claim: https://login5674.net",spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://secure8448.io,spam
Enhance your performance with natural supplements. 50% discount: https://win530.com,spam
Team meeting at 10am to discuss the Q4 project.,ham
EuroMillions winner! 10 million pounds waiting: https://secure8733.info,spam
Great job on the sales presentation! Everyone loved it.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Become a product tester. Earn $50/hour. Sign up: https://verify2274.net,spam
Natural health supplements. 30 day trial: https://win2208.com,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Family reunion planning: Can you bring desserts?,ham
Quick cash! Online opportunity. $1000 immediate payment: https://account5788.io,spam
The deadline for the report has been extended to Friday.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
URGENT: Data entry positions available. Apply: https://claimnow7775.org,spam
Your profile has been successfully updated.,ham
Client called about the proposal - please call them back.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://claim4432.co,spam
Weather alert: heavy rain expected in your area tonight.,ham
Weather alert: heavy rain expected in your area tonight.,ham
Your perfect match is waiting! Sign up free: https://verify8703.net,spam
Thanks for the gift! It was really thoughtful of you.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Forex trading signal - 95% accuracy. Start with $250: https://claim9316.info,spam
Your perfect match is waiting! Sign up free: https://prize6606.co,spam
Your profile has been successfully updated.,ham
Can you pick up milk from the store on your way home?,ham
Become a product tester. Earn $50/hour. Sign up: https://confirm8715.co,spam
Game night this Saturday! Bring your favorite board games.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://account4378.biz,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Your profile has been successfully updated.,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://win6044.net to redeem,spam
New message from David on your social media account.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Can you review the marketing document before tomorrow?,ham
Get generic Viagra for $2.99! No prescription needed: https://update8865.info,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Your magazine subscription renewal is due on Friday.,ham
FDA approved weight loss pills. 70% off today: https://update7166.com,spam
URGENT: Your PayPal account will be suspended. Verify now: https://win5732.info,spam
Suspicious activity on your Amazon account. Please verify details: https://verify2635.org,spam
Lonely women seeking connection. Message now: https://confirm2440.net,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
EuroMillions winner! 10 million pounds waiting: https://verify8582.co,spam
Your perfect match is waiting! Sign up free: https://claimnow1016.io,spam
Natural health supplements. 30 day trial: https://prize3538.biz,spam
Weather alert: heavy rain expected in your area tonight.,ham
"International lottery - You've won $1,000,000! Claim: https://verify3132.com",spam
Your Netflix password expires today. Update immediately: https://win6118.co,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Your magazine subscription renewal is due on Friday.,ham
Enhance your performance with natural supplements. 50% discount: https://login845.net,spam
Great job on the sales presentation! Everyone loved it.,ham
New message from David on your social media account.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
URGENT: Your PayPal account will be suspended. Verify now: https://update712.info,spam
Final notice: Unclaimed lottery prize of $25000! https://win2518.io,spam
Game night this Saturday! Bring your favorite board games.,ham
Weather alert: heavy rain expected in your area tonight.,ham
Family reunion planning: Can you bring desserts?,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://verify2609.com,spam
The deadline for the report has been extended to Friday.,ham
Thanks for the gift! It was really thoughtful of you.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://claimnow2103.info,spam
Final notice: Unclaimed lottery prize of $25000! https://secure5599.biz,spam
Final notice: Unclaimed lottery prize of $25000! https://confirm4541.com,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Final notice: Unclaimed lottery prize of $25000! https://account7604.biz,spam
Final notice: Unclaimed lottery prize of $25000! https://login3570.co,spam
Please arrive 15 minutes early for your hair appointment.,ham
"International lottery - You've won $1,000,000! Claim: https://claim4466.info",spam
Final notice: Unclaimed lottery prize of $25000! https://verify7065.com,spam
EuroMillions winner! 10 million pounds waiting: https://win799.io,spam
Weather alert: heavy rain expected in your area tonight.,ham
Enhance your performance with natural supplements. 50% discount: https://verify7975.net,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Your consultation has been rescheduled to Wednesday.,ham
Great job on the sales presentation! Everyone loved it.,ham
Generic medications available! 90 pills for $49.99. Order: https://secure6538.co,spam
Game night this Saturday! Bring your favorite board games.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Quick cash! Online opportunity. $1000 immediate payment: https://win3045.info,spam
"International lottery - You've won $1,000,000! Claim: https://secure6758.io",spam
Crypto millionaire reveals secret! Earn 300% monthly: https://win4488.biz,spam
Your consultation has been rescheduled to Wednesday.,ham
Great job on the sales presentation! Everyone loved it.,ham
Can you review the marketing document before tomorrow?,ham
Become a product tester. Earn $50/hour. Sign up: https://claimnow5525.info,spam
Your bank statement is now available online.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Enhance your performance with natural supplements. 50% discount: https://login4194.org,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://login4486.com to redeem,spam
Your ticket #12345 won $5000 in the weekly draw! https://claimnow4075.org,spam
Single girls near you want to meet! View profile: https://update2434.io,spam
Your Netflix password expires today. Update immediately: https://update6372.co,spam
Your bank statement is now available online.,ham
Your bank statement is now available online.,ham
Final notice: Unclaimed lottery prize of $25000! https://claimnow8837.info,spam
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://update3079.io,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Family reunion planning: Can you bring desserts?,ham
Game night this Saturday! Bring your favorite board games.,ham
Find love today! 1000+ members online near you: https://confirm2446.net,spam
Become a product tester. Earn $50/hour. Sign up: https://claimnow2870.co,spam
Great job on the sales presentation! Everyone loved it.,ham
New message from David on your social media account.,ham
Account warning: Your bank needs verification. Click here: https://account6054.io,spam
Your package from Amazon will arrive by tomorrow.,ham
Concert tickets for next month are on sale now!,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://update3759.biz,spam
Game night this Saturday! Bring your favorite board games.,ham
The laptop you ordered is now available for pickup.,ham
Your package from Amazon will arrive by tomorrow.,ham
Please arrive 15 minutes early for your hair appointment.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Client called about the proposal - please call them back.,ham
The deadline for the report has been extended to Friday.,ham
"International lottery - You've won $1,000,000! Claim: https://win8304.biz",spam
Meeting reminder: Project review at 2pm in conference room B.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Your consultation has been rescheduled to Wednesday.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://prize8599.co,spam
New message from David on your social media account.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Can you pick up milk from the store on your way home?,ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://secure5885.net,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Concert tickets for next month are on sale now!,ham
The deadline for the report has been extended to Friday.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Your consultation has been rescheduled to Wednesday.,ham
Lonely women seeking connection. Message now: https://login2893.net,spam
Road trip to the beach this weekend? I'll drive!,ham
Can you pick up milk from the store on your way home?,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://account8380.io,spam
Can you review the marketing document before tomorrow?,ham
Natural health supplements. 30 day trial: https://login4323.org,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://prize9793.biz,spam
Get generic Viagra for $2.99! No prescription needed: https://confirm2404.net,spam
Your ticket #12345 won $5000 in the weekly draw! https://claimnow8370.io,spam
Your package from Amazon will arrive by tomorrow.,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://login1918.net,spam
Final notice: Unclaimed lottery prize of $25000! https://update1982.info,spam
New message from David on your social media account.,ham
Client called about the proposal - please call them back.,ham
Your Netflix password expires today. Update immediately: https://login9552.biz,spam
URGENT: Data entry positions available. Apply: https://verify1117.biz,spam
Just saw your favorite band and thought of you! How have you been?,ham
Great job on the sales presentation! Everyone loved it.,ham
EuroMillions winner! 10 million pounds waiting: https://verify9536.info,spam
Family reunion planning: Can you bring desserts?,ham
Your package from Amazon will arrive by tomorrow.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Great job on the sales presentation! Everyone loved it.,ham
Want to grab lunch at our usual place?,ham
Concert tickets for next month are on sale now!,ham
Lonely women seeking connection. Message now: https://win3907.org,spam
Natural health supplements. 30 day trial: https://update3757.biz,spam
The laptop you ordered is now available for pickup.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Can you pick up milk from the store on your way home?,ham
Road trip to the beach this weekend? I'll drive!,ham
Get generic Viagra for $2.99! No prescription needed: https://confirm1041.net,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://account5017.biz,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://confirm2336.org,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
You're our lucky winner! $1000 prize waiting. Click https://verify8388.net within 24 hours!,spam
Your bank statement is now available online.,ham
EuroMillions winner! 10 million pounds waiting: https://confirm8569.com,spam
Get generic Viagra for $2.99! No prescription needed: https://prize8139.io,spam
New message from David on your social media account.,ham
Family reunion planning: Can you bring desserts?,ham
Your perfect match is waiting! Sign up free: https://account8144.co,spam
Reminder: Annual check-up tomorrow at 11am.,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://secure8383.info,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Hot singles in your area are interested! Chat now: https://login494.info,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://prize5603.io,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://prize5419.info,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
Can you pick up milk from the store on your way home?,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://prize6326.net to redeem,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://account1842.io,spam
